source,ascending_ratio,average_interval_size,descending_ratio,fourth_plus_leap_ratio,max_leap,same_pitch_ratio,stepwise_second_ratio,third_leap_ratio
examples\scores\20260627T162313753230Z.musicxml,0.45161290322580644,2.064516129032258,0.45161290322580644,0.0,4,0.0967741935483871,0.6451612903225806,0.25806451612903225
examples\scores\20260627T162900357847Z.musicxml,0.45161290322580644,2.064516129032258,0.45161290322580644,0.0,4,0.0967741935483871,0.6451612903225806,0.25806451612903225
examples\scores\20260627T163136556317Z.musicxml,0.45161290322580644,2.064516129032258,0.45161290322580644,0.0,4,0.0967741935483871,0.6451612903225806,0.25806451612903225
